item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
I00607,O0136,P0008,3,3603.28,5,False
I00608,O0256,P0278,3,86395.32,39,False
I00609,O0281,P0186,3,41189.11,49,False
I00610,O0623,P0007,1,97975.56,16,False
I00611,O0868,P0092,4,35520.5,29,False
I00612,O0038,P0184,4,44323.88,26,False
I00613,O0060,P0297,1,60377.69,20,False
I00614,O0977,P0033,4,7325.58,17,False
I00615,O0266,P0254,2,65760.31,39,False
I00616,O0672,P0026,2,93606.52,43,False
I00617,O0519,P0226,5,29088.2,14,False
I00618,O0063,P0133,3,85040.64,22,True
I00619,O0554,P0023,5,13006.25,32,False
I00620,O0455,P0058,5,634.4,36,False
I00621,O0381,P0213,1,90050.02,9,False
I00622,O0026,P0168,5,117650.29,26,False
I00623,O0919,P0192,4,46539.84,1,False
I00624,O0165,P0189,1,124006.65,37,False
I00625,O0027,P0055,5,88784.61,45,False
I00626,O0800,P0261,5,62998.06,24,False
I00627,O0851,P0299,1,52894.79,48,False
I00628,O0665,P0041,1,140242.2,36,False
I00629,O0516,P0295,5,136329.52,7,False
I00630,O0868,P0271,1,139125.63,33,False
I00631,O0452,P0163,3,141162.06,15,False
I00632,O0337,P0125,3,16037.08,7,False
I00633,O0710,P0124,4,144934.23,23,False
I00634,O0082,P0181,5,90741.25,41,False
I00635,O0496,P0118,4,58693.84,8,False
I00636,O0948,P0276,2,24653.43,37,False
I00637,O0682,P0071,5,130131.73,20,False
I00638,O0121,P0042,4,51960.67,36,False
I00639,O0507,P0102,2,84820.33,7,False
I00640,O0429,P0135,5,24785.91,6,False
I00641,O0130,P0018,4,41057.42,4,True
I00642,O0136,P0264,5,92718.38,22,False
I00643,O0131,P0206,5,23044.52,21,False
I00644,O0919,P0173,5,22982.59,46,False
I00645,O0047,P0038,3,147491.86,40,False
I00646,O0461,P0224,3,78186.36,46,False
I00647,O0188,P0261,1,48093.26,37,False
I00648,O0379,P0233,4,45425.86,46,False
I00649,O0603,P0144,1,12805.02,3,False
I00650,O0578,P0266,5,44952.5,27,False
I00651,O0293,P0166,4,101995.36,9,False
I00652,O0043,P0108,4,121957.96,39,False
I00653,O0322,P0051,3,13509.56,17,False
I00654,O0499,P0225,2,53562.74,16,False
I00655,O0621,P0055,2,84172.6,13,False
I00656,O0566,P0261,2,62400.07,34,True
I00657,O0551,P0100,1,133771.71,23,False
I00658,O0209,P0145,5,43848.48,8,False
I00659,O0851,P0233,3,53140.9,7,False
I00660,O0456,P0222,4,2947.84,17,False
I00661,O0750,P0060,3,13698.06,14,False
I00662,O0745,P0039,3,51723.07,29,False
I00663,O0646,P0263,1,117820.28,2,False
I00664,O0444,P0052,5,113777.04,42,False
I00665,O0858,P0019,1,56101.89,14,False
I00666,O0690,P0101,3,75284.87,11,False
I00667,O0752,P0255,3,25053.76,5,False
I00668,O0974,P0265,2,22602.03,35,True
I00669,O0626,P0107,2,43817.65,39,False
I00670,O0390,P0299,2,58505.85,42,False
I00671,O0978,P0093,3,50077.9,42,False
I00672,O0497,P0251,4,26591.19,18,False
I00673,O0099,P0113,1,139987.75,48,False
I00674,O0295,P0215,4,26994.95,7,False
I00675,O0181,P0238,3,26473.99,25,False
I00676,O0722,P0066,4,50295.49,38,False
I00677,O0422,P0121,1,65570.37,50,False
I00678,O0419,P0032,5,6507.55,20,False
I00679,O0422,P0201,4,245.2,3,False
I00680,O0275,P0249,2,75483.07,19,False
I00681,O0459,P0210,2,22891.52,13,False
I00682,O0799,P0057,5,110500.1,34,False
I00683,O0021,P0011,4,101971.97,22,False
I00684,O0786,P0284,1,58805.07,23,False
I00685,O0549,P0102,2,95509.36,45,False
I00686,O0235,P0149,2,62140.51,13,False
I00687,O0567,P0128,1,87873.16,33,False
I00688,O0105,P0257,4,12034.06,18,False
I00689,O0309,P0013,2,29427.85,2,False
I00690,O0279,P0064,4,21030.35,47,False
I00691,O0898,P0139,1,73311.54,45,False
I00692,O0781,P0213,1,88990.53,38,True
I00693,O0942,P0078,1,140847.29,12,False
I00694,O0852,P0160,3,45654.03,19,False
I00695,O0281,P0235,2,34886.64,36,False
I00696,O0483,P0193,3,15856.06,26,False
I00697,O0575,P0143,4,89765.2,32,False
I00698,O0251,P0196,1,104592.28,23,False
I00699,O0782,P0280,1,11132.93,1,False
I00700,O0407,P0119,4,14342.4,41,False
I00701,O0319,P0171,2,88339.48,6,False
I00702,O0575,P0087,2,51929.79,15,False
I00703,O0086,P0073,4,26227.81,46,False
I00704,O0860,P0291,2,68564.61,26,False
I00705,O0319,P0173,2,27280.88,38,False
I00706,O0417,P0003,3,79171.22,50,False
I00707,O0501,P0280,4,11363.59,20,False
I00708,O0473,P0248,5,136114.06,46,False
I00709,O0084,P0054,4,78332.12,48,False
I00710,O0014,P0083,5,97664.51,28,False
I00711,O0891,P0059,1,128482.98,40,False
I00712,O0823,P0269,4,90224.27,26,False
I00713,O0409,P0005,3,108153.61,46,False
I00714,O0945,P0139,5,81366.17,36,False
I00715,O0666,P0085,2,143400.49,39,False
I00716,O0975,P0191,5,45202.71,13,False
I00717,O0959,P0170,2,75811.44,30,False
I00718,O0011,P0163,4,137026.19,0,False
I00719,O0320,P0097,2,13927.34,21,False
I00720,O0097,P0032,5,6297.76,22,False
I00721,O0652,P0287,2,36880.89,12,False
I00722,O0282,P0146,4,12950.61,39,False
I00723,O0786,P0207,3,1683.88,12,False
I00724,O0080,P0079,1,71755.59,16,False
I00725,O0578,P0053,2,38164.75,49,False
I00726,O0393,P0170,5,73303.26,17,False
I00727,O0990,P0243,2,61779.32,13,False
I00728,O0094,P0076,2,83088.77,20,False
I00729,O0080,P0027,2,95904.03,42,False
I00730,O0484,P0168,3,109970.74,35,False
I00731,O0403,P0194,4,65051.95,33,False
I00732,O0325,P0272,1,86100.43,10,False
I00733,O0969,P0143,2,86313.3,31,False
I00734,O0712,P0129,1,2359.44,22,False
I00735,O0183,P0013,3,30087.53,22,False
I00736,O0746,P0218,2,48794.8,12,False
I00737,O0392,P0192,2,56449.15,12,False
I00738,O0453,P0185,5,133777.74,21,False
I00739,O0097,P0189,3,118610.75,17,False
I00740,O0035,P0141,4,82475.23,45,False
I00741,O0260,P0141,1,78916.5,45,False
I00742,O0950,P0242,5,8542.86,30,False
I00743,O0768,P0280,1,9424.53,45,False
I00744,O0157,P0091,2,3412.32,7,False
I00745,O0058,P0228,1,88033.97,17,False
I00746,O0874,P0100,5,116632.61,43,False
I00747,O0869,P0163,2,141620.22,23,False
I00748,O0529,P0008,4,3344.96,3,False
I00749,O0067,P0099,5,37589.83,11,False
I00750,O0455,P0023,3,15430.64,26,False
I00751,O0178,P0002,3,59701.16,21,False
I00752,O0478,P0291,1,67967.71,7,False
I00753,O0941,P0047,2,49404.47,37,False
I00754,O0642,P0011,2,88561.76,23,False
I00755,O0472,P0042,2,48016.48,12,False
I00756,O0766,P0068,3,3187.09,11,False
I00757,O0286,P0072,5,39733.51,12,False
I00758,O0280,P0103,2,115310.73,28,False
I00759,O0271,P0048,4,23689.26,49,False
I00760,O0658,P0268,4,14641.97,10,False
I00761,O0038,P0300,4,136593.14,44,False
I00762,O0445,P0178,3,104426.43,32,False
I00763,O0565,P0138,1,117169.52,13,False
I00764,O0479,P0134,1,45610.25,40,False
I00765,O0191,P0244,2,64404.88,36,False
I00766,O0387,P0018,3,47053.93,0,False
I00767,O0163,P0216,4,105984.08,6,False
I00768,O0192,P0184,3,44201.37,48,False
I00769,O0023,P0225,5,58245.32,27,False
I00770,O0749,P0205,4,120130.6,23,False
I00771,O0616,P0173,4,24405.44,14,False
I00772,O0782,P0260,1,52587.93,36,False
I00773,O0411,P0015,2,115499.19,38,False
I00774,O0989,P0269,2,83092.74,8,False
I00775,O0134,P0171,1,73529.41,49,False
I00776,O0145,P0178,4,97678.55,42,False
I00777,O0152,P0103,2,108978.75,15,False
I00778,O0879,P0105,4,43069.28,43,False
I00779,O0569,P0192,1,47255.43,30,False
I00780,O0564,P0202,2,58204.89,29,False
I00781,O0724,P0125,1,16054.21,8,False
I00782,O0410,P0168,3,131598.58,27,False
I00783,O0612,P0202,5,55346.91,47,False
I00784,O0994,P0014,2,102015.12,15,False
I00785,O0378,P0186,3,32686.13,38,False
I00786,O0770,P0204,1,103053.29,12,False
I00787,O0046,P0109,3,96905.45,41,False
I00788,O0185,P0218,2,42633.23,30,False
I00789,O0036,P0134,4,44069.43,33,False
I00790,O0855,P0055,4,89673.8,46,False
I00791,O0104,P0208,1,78485.06,32,False
I00792,O0394,P0233,1,56625.29,25,False
I00793,O0433,P0028,3,64950.27,7,False
I00794,O0619,P0231,5,95385.0,21,False
I00795,O0865,P0274,3,102953.71,27,False
I00796,O0545,P0197,1,86688.92,45,False
I00797,O0605,P0133,2,79944.51,29,False
I00798,O0446,P0025,4,114058.99,31,False
I00799,O0472,P0188,1,110840.83,16,False
I00800,O0436,P0173,3,22359.61,17,False
I00801,O0184,P0151,3,17956.29,19,False
I00802,O0652,P0019,5,58378.93,34,False
I00803,O0757,P0203,2,46547.27,8,False
I00804,O0745,P0075,4,59262.83,29,False
I00805,O0706,P0125,5,14710.62,20,False
I00806,O0382,P0020,2,68247.01,6,False
I00807,O0392,P0263,1,129262.87,19,False
I00808,O0433,P0206,1,26216.88,46,False
I00809,O0669,P0041,4,133263.15,36,False
I00810,O0268,P0156,5,19880.19,15,False
I00811,O0711,P0026,3,99050.31,27,False
I00812,O0282,P0096,3,29510.81,25,False
I00813,O0932,P0093,3,44031.7,1,False
I00814,O0801,P0213,2,80444.97,50,False
I00815,O1000,P0163,1,119163.18,20,False
I00816,O0227,P0033,5,7220.65,29,False
I00817,O0603,P0216,5,98463.8,35,False
I00818,O0013,P0176,3,89107.0,9,False
I00819,O0474,P0256,2,65435.42,24,False
I00820,O0262,P0207,1,1651.38,5,False
I00821,O0647,P0250,5,38621.28,47,False
I00822,O0543,P0190,3,22187.57,43,False
I00823,O0479,P0016,2,28879.35,22,False
I00824,O0579,P0221,4,86725.86,18,False
I00825,O0570,P0252,2,96540.91,24,False
I00826,O0622,P0064,1,21568.41,7,False
I00827,O0585,P0149,2,70261.25,47,False
I00828,O0411,P0282,4,45092.3,38,False
I00829,O0286,P0164,3,103288.91,43,False
I00830,O0984,P0163,5,133933.86,25,False
I00831,O0507,P0238,3,27279.68,11,False
I00832,O0410,P0148,1,62978.96,29,False
I00833,O0672,P0089,1,138508.18,26,False
I00834,O0421,P0097,1,12355.93,39,False
I00835,O0516,P0042,5,44466.79,1,False
I00836,O0333,P0128,2,101021.57,5,False
I00837,O0975,P0190,1,25990.02,41,False
I00838,O0399,P0283,5,78563.25,10,False
I00839,O0469,P0189,2,154991.06,12,False
I00840,O0331,P0068,3,2606.57,36,False
I00841,O0473,P0236,2,103754.52,15,False
I00842,O0816,P0091,4,2768.93,38,False
I00843,O0858,P0170,2,75953.56,4,False
I00844,O0008,P0017,4,141740.79,24,False
I00845,O0073,P0214,3,22981.4,45,False
I00846,O0796,P0274,1,123970.23,3,False
I00847,O0300,P0204,1,122052.47,32,False
I00848,O0645,P0226,4,25406.26,16,False
I00849,O0777,P0297,1,56299.41,42,False
I00850,O0348,P0073,2,24238.71,6,False
I00851,O0338,P0038,4,131685.52,15,False
I00852,O0776,P0134,3,44671.89,50,False
I00853,O0462,P0133,5,67143.39,8,False
I00854,O0152,P0268,3,15408.93,36,True
I00855,O0372,P0150,3,106933.8,40,False
I00856,O0313,P0244,4,61138.12,44,False
I00857,O0132,P0076,5,72572.71,40,False
I00858,O0234,P0015,2,92707.97,0,False
I00859,O0266,P0187,5,125207.95,25,False
I00860,O0489,P0088,3,67781.08,32,False
I00861,O0322,P0268,3,15591.26,41,False
I00862,O0174,P0269,4,90758.01,0,False
I00863,O0685,P0034,3,48790.31,9,False
I00864,O0285,P0062,2,68603.88,40,False
I00865,O0929,P0007,5,100132.74,23,False
I00866,O0681,P0017,4,140197.41,32,False
I00867,O0069,P0139,5,80467.91,34,False
I00868,O0894,P0041,1,123754.15,15,False
I00869,O0263,P0094,2,95379.06,11,False
I00870,O0042,P0137,5,127912.56,46,False
I00871,O0851,P0033,2,5953.99,14,False
I00872,O0250,P0300,5,118586.91,50,False
I00873,O0053,P0164,1,87846.51,5,False
I00874,O0488,P0102,1,90431.35,31,False
I00875,O0308,P0292,1,65460.21,7,False
I00876,O0738,P0227,2,83519.12,48,False
I00877,O0468,P0001,3,117820.46,31,False
I00878,O0647,P0091,3,3127.64,41,False
I00879,O0307,P0136,5,106628.98,35,False
I00880,O0516,P0159,4,31689.28,11,False
I00881,O0500,P0004,3,61419.9,31,False
I00882,O0168,P0092,1,37927.15,6,False
I00883,O0948,P0227,3,81305.48,11,False
I00884,O0199,P0056,2,76408.83,20,False
I00885,O0785,P0272,4,73951.74,39,False
I00886,O0216,P0293,2,107106.26,25,False
I00887,O0805,P0088,2,59655.92,33,False
I00888,O0486,P0214,3,21198.12,19,False
I00889,O0380,P0075,3,60696.81,47,False
I00890,O0323,P0231,3,93188.03,26,False
I00891,O0006,P0207,1,1550.71,8,False
I00892,O0999,P0234,3,99348.89,13,True
I00893,O0678,P0132,3,78293.93,27,False
I00894,O0810,P0196,3,104913.82,13,False
I00895,O0633,P0258,4,17333.65,15,False
I00896,O0165,P0167,4,86391.53,2,False
I00897,O0800,P0200,4,96225.33,37,False
I00898,O0385,P0031,1,15810.93,34,False
I00899,O0379,P0225,3,51051.23,47,False
I00900,O0076,P0167,4,93148.37,37,False
I00901,O0307,P0294,2,101441.08,20,False
I00902,O0587,P0280,3,11877.94,44,False
I00903,O0023,P0072,1,45562.94,47,False
I00904,O0322,P0185,4,119924.09,20,False
I00905,O0480,P0117,4,124196.12,45,False
I00906,O0266,P0131,5,60466.39,7,False
I00907,O0658,P0211,4,103099.96,3,False
I00908,O0852,P0271,1,133539.0,1,False
I00909,O0580,P0224,1,81841.3,20,False
I00910,O0810,P0276,4,24119.03,4,False
I00911,O0753,P0039,5,55180.55,7,False
I00912,O0545,P0082,5,98058.9,29,False
I00913,O0625,P0098,1,113587.67,17,False
I00914,O0477,P0232,2,43424.31,41,False
I00915,O0590,P0174,4,69655.47,27,False
I00916,O0911,P0011,4,82749.29,24,False
I00917,O0020,P0005,2,85275.08,14,False
I00918,O0599,P0168,5,129306.58,49,False
I00919,O0842,P0295,3,143107.04,36,False
I00920,O0157,P0097,2,12525.27,1,False
I00921,O0547,P0021,2,112782.17,20,False
I00922,O0892,P0162,2,72232.95,10,False
I00923,O0435,P0139,2,67302.0,22,False
I00924,O0028,P0071,4,156306.6,1,False
I00925,O0455,P0107,4,40854.06,12,False
I00926,O0211,P0195,5,118937.47,11,False
I00927,O0519,P0297,5,62823.98,7,False
I00928,O0964,P0251,5,29982.76,26,False
I00929,O0196,P0108,1,114614.18,16,False
I00930,O0521,P0058,4,669.25,26,True
I00931,O0410,P0052,3,98036.36,4,False
I00932,O0445,P0154,2,14007.11,41,False
I00933,O0830,P0200,4,95677.59,46,True
I00934,O0663,P0166,1,104260.35,36,False
I00935,O0010,P0066,5,48096.51,48,False
I00936,O0040,P0032,5,7714.13,42,False
I00937,O0301,P0191,5,41106.64,11,False
I00938,O0179,P0266,2,44557.88,11,False
I00939,O0374,P0057,2,113143.64,25,True
I00940,O0641,P0192,3,42787.55,1,False
I00941,O0340,P0015,4,114017.29,26,False
I00942,O0048,P0277,4,106252.71,10,False
I00943,O0162,P0052,1,95451.21,26,False
I00944,O0068,P0058,4,676.19,34,False
I00945,O0451,P0069,5,5401.3,30,False
I00946,O0481,P0132,2,91662.98,39,False
I00947,O0685,P0050,4,133542.58,36,False
I00948,O0201,P0065,2,92527.17,9,False
I00949,O0231,P0043,1,129842.53,39,False
I00950,O0108,P0128,2,108531.94,19,False
I00951,O0337,P0237,5,46006.66,17,False
I00952,O0779,P0068,3,3148.63,37,False
I00953,O0755,P0018,4,49189.46,11,False
I00954,O0015,P0074,1,94635.28,25,False
I00955,O0331,P0006,5,79630.24,12,False
I00956,O0644,P0296,4,118451.28,39,False
I00957,O0270,P0280,4,10203.89,49,False
I00958,O0527,P0173,3,23563.47,21,False
I00959,O0827,P0250,5,38789.28,21,False
I00960,O0782,P0266,3,39355.25,41,False
I00961,O0027,P0279,2,37632.95,7,False
I00962,O0124,P0282,3,46912.27,28,False
I00963,O0447,P0284,1,66376.3,11,False
I00964,O0408,P0262,2,137376.7,49,False
I00965,O0018,P0102,3,106322.09,36,False
I00966,O0881,P0272,5,79175.21,34,False
I00967,O0236,P0272,2,69471.61,10,False
I00968,O0651,P0116,2,50022.91,27,False
I00969,O0879,P0104,3,109281.71,25,False
I00970,O0304,P0200,5,93976.3,29,False
I00971,O0330,P0070,3,7670.54,35,True
I00972,O0685,P0160,2,44064.13,4,False
I00973,O0061,P0211,2,113038.76,48,False
I00974,O0996,P0125,4,17639.76,25,False
I00975,O0606,P0100,2,107458.78,17,False
I00976,O0144,P0206,1,25091.47,43,False
I00977,O0156,P0106,4,69856.61,20,False
I00978,O0012,P0061,5,22152.65,40,False
I00979,O0613,P0242,2,8074.2,7,False
I00980,O0555,P0233,2,56898.01,46,False
I00981,O0350,P0140,1,49611.74,7,False
I00982,O0642,P0239,4,145262.96,44,False
I00983,O0887,P0250,3,38871.29,46,False
I00984,O0618,P0186,2,39909.41,44,False
I00985,O0987,P0222,4,2368.64,49,False
I00986,O0287,P0142,3,95358.99,42,False
I00987,O0857,P0129,3,2129.86,31,False
I00988,O0249,P0300,4,131428.12,17,False
I00989,O0107,P0250,5,44665.81,38,False
I00990,O0532,P0196,1,100742.15,50,False
I00991,O0659,P0051,5,17183.87,15,False
I00992,O0370,P0298,5,25159.87,47,False
I00993,O0041,P0178,4,100861.23,33,False
I00994,O0039,P0205,4,111749.01,36,False
I00995,O0186,P0013,3,31283.81,1,False
I00996,O0747,P0234,3,98776.9,22,False
I00997,O0997,P0128,3,88681.2,29,False
I00998,O0716,P0135,2,26935.64,35,False
I00999,O0664,P0165,4,22740.26,11,False
I01000,O0865,P0256,1,74649.79,47,False
I01001,O0825,P0117,3,120403.56,46,False
I01002,O0093,P0208,3,91296.96,48,False
I01003,O0392,P0104,3,95963.94,21,False
I01004,O0826,P0225,3,64489.21,20,False
I01005,O0017,P0058,2,773.95,44,False
I01006,O0658,P0287,3,43294.08,25,False
I01007,O0634,P0039,2,57559.02,42,False
I01008,O0415,P0135,2,25235.7,25,False
I01009,O0137,P0198,1,113358.81,18,False
I01010,O0629,P0292,1,54672.39,2,False
I01011,O0252,P0281,2,40081.64,31,False
I01012,O0230,P0113,2,123589.97,13,False
I01013,O0149,P0007,3,80846.79,39,False
I01014,O0495,P0225,4,65125.49,12,False
I01015,O0423,P0096,5,35145.2,24,False
I01016,O0765,P0134,3,42323.12,23,False
I01017,O0374,P0121,3,57523.42,44,False
I01018,O0138,P0165,2,21525.29,6,False
I01019,O0940,P0260,4,43262.39,38,False
I01020,O0234,P0179,5,83850.14,17,False
I01021,O0589,P0028,4,60699.04,27,False
I01022,O0067,P0088,1,67249.37,3,False
I01023,O0918,P0178,4,88852.06,43,False
I01024,O0363,P0034,3,60064.47,46,False
I01025,O0029,P0252,4,107597.6,25,False
I01026,O0221,P0232,3,51925.99,21,False
I01027,O0239,P0292,5,53306.07,34,False
I01028,O0698,P0162,1,68877.47,48,False
I01029,O0367,P0062,1,70001.03,46,False
I01030,O0166,P0100,2,132068.62,11,False
I01031,O0856,P0093,1,45166.26,7,False
I01032,O0340,P0046,1,128699.84,43,False
I01033,O0397,P0209,4,16979.34,21,False
I01034,O0188,P0050,3,129226.29,16,False
I01035,O0512,P0047,2,49636.3,22,False
I01036,O0663,P0042,3,40360.97,16,False
I01037,O0021,P0032,5,6730.1,10,False
I01038,O0002,P0271,1,128691.04,1,True
I01039,O0820,P0291,5,60242.29,11,False
I01040,O0194,P0256,2,82067.93,6,False
I01041,O0894,P0080,5,55136.23,28,False
I01042,O0724,P0091,5,3398.91,1,False
I01043,O0638,P0020,5,69526.94,7,False
I01044,O0827,P0160,3,44916.79,37,False
I01045,O0531,P0086,1,133104.77,39,False
I01046,O0943,P0173,4,26238.02,24,False
I01047,O0803,P0230,1,112865.46,15,False
I01048,O0375,P0073,2,26358.09,50,False
I01049,O0414,P0022,3,30740.52,30,False
I01050,O0831,P0051,5,15832.61,33,False
I01051,O0577,P0295,5,144725.71,41,False
I01052,O0206,P0145,3,47905.13,18,False
I01053,O0967,P0219,4,103240.3,1,False
I01054,O0504,P0054,3,83761.51,19,False
I01055,O0510,P0148,1,57455.22,5,False
I01056,O0315,P0293,5,111191.64,3,False
I01057,O0548,P0015,1,99673.16,22,False
I01058,O0988,P0276,1,26654.2,27,False
I01059,O0757,P0261,5,56103.44,43,False
I01060,O0716,P0023,2,16523.49,14,False
I01061,O0730,P0164,1,98526.22,36,False
I01062,O0656,P0008,1,2923.9,44,False
I01063,O0120,P0149,1,68260.21,21,False
I01064,O0182,P0200,2,92625.76,2,False
I01065,O0160,P0073,5,27700.36,27,False
I01066,O0697,P0293,3,130151.47,47,False
I01067,O0936,P0140,4,43552.56,26,False
I01068,O0387,P0143,2,84561.34,38,False
I01069,O0011,P0203,1,45416.74,42,False
I01070,O0707,P0115,1,116531.35,50,False
I01071,O0501,P0035,2,17945.03,47,False
I01072,O0263,P0204,3,107868.39,36,False
I01073,O0268,P0056,1,84783.78,12,False
I01074,O0974,P0045,5,10552.36,33,False
I01075,O0037,P0241,4,20340.46,24,False
I01076,O0189,P0043,1,143016.31,28,False
I01077,O0757,P0074,4,88883.87,32,False
I01078,O0786,P0097,2,11982.67,0,False
I01079,O0972,P0079,3,71117.15,11,False
I01080,O0359,P0237,2,39309.33,24,False
I01081,O0157,P0150,5,107802.62,12,False
I01082,O0344,P0225,1,49994.11,15,False
I01083,O0617,P0271,3,119513.19,20,False
I01084,O0059,P0058,1,699.79,39,False
I01085,O0738,P0087,3,46776.34,6,False
I01086,O0701,P0120,1,61104.78,24,False
I01087,O0788,P0291,1,73839.48,2,False
I01088,O0578,P0280,1,11898.75,30,True
I01089,O0960,P0293,4,121338.7,28,False
I01090,O0933,P0122,4,116002.98,40,False
I01091,O0466,P0246,2,100500.88,14,False
I01092,O0148,P0147,2,95066.4,16,False
I01093,O0904,P0083,3,105855.35,19,False
I01094,O0148,P0022,4,29948.99,14,False
I01095,O0412,P0065,3,82809.8,26,False
I01096,O0472,P0232,4,48942.27,21,False
I01097,O0334,P0205,2,118407.27,13,False
I01098,O0730,P0098,5,128242.7,42,False
I01099,O0803,P0187,4,117934.42,26,False
I01100,O0384,P0158,2,123337.61,34,False
I01101,O0668,P0232,3,55897.67,39,False
I01102,O0423,P0027,2,99026.89,10,False
I01103,O0676,P0197,5,102433.28,1,False
I01104,O0711,P0106,4,67657.15,47,False
I01105,O0697,P0289,2,60794.77,12,False
I01106,O0155,P0211,3,114386.93,8,False
I01107,O0781,P0250,3,47143.27,33,False
I01108,O0753,P0019,1,48271.01,0,False
I01109,O0943,P0028,3,57508.18,22,False
I01110,O0208,P0078,2,113863.51,39,False
I01111,O0932,P0162,5,77758.44,21,False
I01112,O0721,P0090,3,82668.87,10,False
I01113,O0923,P0078,2,131179.92,39,False
I01114,O0420,P0082,5,110185.14,17,False
I01115,O0707,P0128,1,91557.34,28,False
I01116,O0100,P0021,2,99040.46,30,False
I01117,O0175,P0011,5,105088.36,28,False
I01118,O0599,P0293,2,101333.1,31,False
I01119,O0970,P0291,3,78268.05,23,False
I01120,O0071,P0091,2,3272.86,9,False
I01121,O0114,P0101,3,81945.33,50,False
I01122,O0086,P0182,5,119909.06,39,False
I01123,O0913,P0214,2,21132.24,32,False
I01124,O0287,P0267,1,129226.29,3,False
I01125,O0665,P0123,3,149564.85,21,False
I01126,O0042,P0140,4,42494.72,2,False
I01127,O0134,P0006,5,69783.81,30,True
I01128,O0390,P0199,1,117158.57,24,False
I01129,O0344,P0188,5,113779.42,26,False
I01130,O0725,P0176,2,86694.11,35,False
I01131,O0198,P0251,3,29367.4,42,False
I01132,O0087,P0164,5,85213.74,8,False
I01133,O0826,P0055,2,90400.06,9,False
I01134,O0586,P0122,1,104368.48,0,False
I01135,O0755,P0175,5,72262.73,29,False
I01136,O0647,P0170,1,62365.35,8,False
I01137,O0205,P0042,2,51545.12,0,False
I01138,O0444,P0120,2,52815.61,20,False
I01139,O0641,P0272,2,71648.93,31,False
I01140,O0620,P0096,4,35619.04,3,False
I01141,O0454,P0095,5,58765.95,12,True
I01142,O0270,P0074,5,93218.19,7,False
I01143,O0720,P0039,2,51507.03,14,False
I01144,O0167,P0203,5,44931.56,40,False
I01145,O0293,P0112,4,121533.83,15,False
I01146,O0544,P0004,3,55324.65,3,False
I01147,O0065,P0253,3,13744.89,48,False
I01148,O0838,P0221,1,111831.7,28,False
I01149,O0013,P0046,3,141027.17,23,False
I01150,O0715,P0034,5,58426.79,28,False
I01151,O0367,P0246,3,97494.96,20,False
I01152,O0560,P0098,2,100734.04,22,False
I01153,O0420,P0239,4,142265.29,25,False
I01154,O0475,P0238,4,29560.49,24,False
I01155,O0430,P0013,2,26981.32,40,False
I01156,O0153,P0205,3,140030.65,42,True
I01157,O0928,P0089,2,120718.57,6,False
I01158,O0017,P0201,4,250.97,1,False
I01159,O0510,P0201,2,297.43,35,False
I01160,O0285,P0117,2,144568.57,27,False
I01161,O0446,P0082,4,97170.65,6,False
I01162,O0069,P0166,4,100810.02,33,False
I01163,O0966,P0254,2,62414.23,19,False
I01164,O0647,P0082,3,116996.83,27,False
I01165,O0627,P0063,5,59969.45,46,False
I01166,O0383,P0066,3,45212.77,1,False
I01167,O0458,P0190,4,26398.69,44,False
I01168,O0240,P0161,4,80684.18,36,False
I01169,O0813,P0170,2,80921.05,50,False
I01170,O0648,P0294,2,106489.91,15,False
I01171,O0501,P0289,4,56346.05,6,False
I01172,O0394,P0076,5,75682.34,29,False
I01173,O0618,P0137,1,129085.47,50,False
I01174,O0789,P0142,2,108219.2,30,False
I01175,O0253,P0115,1,143073.37,30,False
I01176,O0576,P0075,3,63063.27,20,False
I01177,O0620,P0275,2,105407.11,38,False
I01178,O0620,P0062,3,74080.84,12,False
I01179,O0537,P0259,3,21505.18,44,False
I01180,O0839,P0006,3,64899.68,1,False
I01181,O0030,P0216,1,109700.49,9,False
I01182,O0458,P0196,5,96639.79,20,False
I01183,O0111,P0141,4,76500.93,29,False
I01184,O0292,P0084,5,69219.19,7,False
I01185,O0054,P0168,5,110833.5,46,False
I01186,O0385,P0282,1,51098.19,25,False
I01187,O0183,P0168,5,107051.08,18,False
I01188,O0332,P0290,5,26219.82,46,False
I01189,O0735,P0068,4,2638.39,9,False
I01190,O0105,P0268,2,12846.89,48,False
I01191,O0369,P0183,3,61238.21,4,False
I01192,O0505,P0206,5,23904.9,50,False
I01193,O0406,P0080,5,66199.05,28,False
I01194,O0163,P0060,3,11181.95,43,False
I01195,O0572,P0013,1,29501.4,30,False
I01196,O0044,P0022,2,30490.58,8,False
I01197,O0513,P0164,3,102445.96,25,False
I01198,O0020,P0262,3,136968.66,44,False
I01199,O0425,P0282,1,50304.18,13,False
I01200,O0236,P0299,4,62159.55,37,True
I01201,O0903,P0189,5,124562.34,13,False
I01202,O0156,P0275,1,108252.37,18,False
I01203,O0273,P0285,3,58387.95,12,False
I01204,O0773,P0132,3,100931.39,25,False
I01205,O0123,P0147,4,101096.09,41,True
I01206,O0688,P0263,4,110636.33,24,False
I01207,O0824,P0055,2,95674.41,47,False
I01208,O0306,P0110,5,14703.43,3,False
I01209,O0664,P0118,5,69848.29,13,False
I01210,O0524,P0013,3,30557.04,21,True
I01211,O0212,P0256,4,71377.65,25,False
I01212,O0617,P0085,4,139964.99,50,False
I01213,O0684,P0128,1,113023.97,1,False
